text,true_label,predicted_label,correct,full_response
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral,unknown,False,"Oyj has announced that it will be acquiring a majority stake in a new company .
Reason:"
Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,positive,unknown,False,"the beverage category is now 13.5 % .
Reason: The text 'Koff '"
"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",neutral,unknown,False,"and municipal engineering , and in power generation using renewable energy .' is a factual statement explaining the application of"
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,positive,positive,True,positive outcome compared to the previous period's loss per share of EUR 0.01. The
"Currently Glaston employs approximately 1,500 persons .",neutral,unknown,False,", providing information about the company's customer base without any evaluative language, emotional tone, or sentiment"
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive,unknown,False,"-year to EUR 1.3 billion in the first quarter of 2006 .
Reason"
"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",neutral,positive,False,"indicates a significant increase in orders, which is a positive financial development. The word 'grew'"
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",positive,negative,False,There are no words or phrases that indicate positive or negative sentiment. The statement is simply informative and does
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",neutral,negative,False,a strong euro. These factors are presented as causes of the negative outcome. The overall sentiment of the
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,positive,True,"Sentiment:positive

---

Text:In the first half of 2009 , the"
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .",neutral,neutral,True,". The language is neutral and factual, reporting an expected benefit without any emotional language or subjective evaluation."
"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",neutral,unknown,False,established in the U.S. last year.' This is a factual statement about the management structure of a
It estimates the operating profit to further improve from the third quarter .,positive,neutral,False,"Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:In the first quarter of"
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,neutral,neutral,True,"sentiment is neutral.
Sentiment:neutral

---

Text:In the past year , the company has"
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",neutral,unknown,False,"yj said its net profit fell to 884,000 euro ( $"
"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",neutral,unknown,False,": The text 'EQT has completed its exit from Salcomp , a Finnish company that makes mobile"
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",positive,negative,False,"negative to a positive figure.
Sentiment:positive

---

Text:In the first quarter of"
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral,positive,False,"the text is factual, the use of 'won an order' conveys a positive sentiment. Therefore"
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,positive,unknown,False,operating profit for the first half of 2009 was EUR 1.22 mn
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",positive,unknown,False,"positions .
Reason:This text is a factual statement about a person's professional background and career move."
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,unknown,False,"3 m from EUR1 .3 m in 2008 .
Reason: The text states"
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,neutral,False,"Sentiment:neutral

---

Text:We are committed to providing our customers with the highest quality products"
Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,neutral,negative,False,"Sentiment:negative

---

Text:In the first quarter of 2006 , the"
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",neutral,unknown,False,company Exel has announced that it will be acquiring a majority stake in the UK-based company Tapro
Almost two thirds of Olvi 's net sales come from outside Finland .,neutral,positive,False,"sentiment, but the suggestion is framed in a positive light. Therefore, the sentiment is classified as"
"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral,unknown,False,"companies .
Reason:This text is a factual statement that provides information about Amanda Capital's investment portfolio."
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,neutral,negative,False,"' implies a decline, which is a negative sentiment. The contrast between a profit and a loss further"
Terms were not disclosed .,neutral,unknown,False,the deal has not been disclosed.' This is a factual statement about the lack of information regarding the deal
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive,neutral,False,"of a new facility. The language used is neutral and objective, focusing on the company's actions and"
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive,positive,True,"mentions a 'net profit rose,' which is a positive financial outcome, the sentence is primarily informative and"
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",neutral,neutral,True,"production process .
Reason:This text is neutral in sentiment. The statement is factual and describes a company"
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral,unknown,False,text 'The share capital of Alma Media Corporation business ID 1944757-
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral,positive,False,"egative

---

Text:This is a very good example of a product that is both functional and stylish"
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",negative,unknown,False,"The statement is purely objective, providing information about the event without any evaluative language. Therefore, the"
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,unknown,False,"in tone, presenting a factual description of the company's operational changes without any emotional or evaluative language"
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,negative,False,"previous year. This word carries a negative connotation, suggesting a reduction in profitability. The statement is"
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",neutral,negative,False,"or negative words or phrases. The statement is purely informative and objective, reporting on a financial fact without"
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral,negative,False,"because the word 'dropped' carries a negative connotation.
Sentiment:negative

---

Text"
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative,unknown,False,"the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed"
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative,unknown,False,"45,031,513.80 shares of EUR 1.0"
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",neutral,unknown,False,"cycle of a product from design to end-of-life .
Reason:This text is a factual statement that"
` Nordic infrastructure construction is one of our strategic growth areas .,neutral,neutral,True,"classified as neutral.
Sentiment:neutral

---

Text:Stora Enso has announced that it"
In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,neutral,neutral,True,". Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:We are pleased to"
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",positive,neutral,False,"a fact about the scope of the advisory without expressing any sentiment. Therefore, the sentiment is neutral."
Marimekko is considering further measures in the matter .,neutral,unknown,False,"Man Infrastructure ) .
Reason: The text 'CapMan has four investment areas ( CapMan Buyout"
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral,positive,False,"very positive '' assessment of the company .
Reason: The text 'TELE2 Affarsvarld"
"128,538 shares can still be subscribed for with Series E share options , max .",neutral,unknown,False,grew to EUR 51.3 mn in the first quarter of 2010 from
The deal means that ten persons in three countries will transfer to Tieto .,neutral,negative,False,"financial outcome, as a negative operating margin means the company is not generating enough revenue to cover its operating"
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",negative,positive,False,"the main sentiment is positive due to the 'outperform' recommendation. Therefore, the sentiment is positive"
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",neutral,unknown,False,"by 12.3 % compared to the same period in 2006 .
Reason"
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,neutral,neutral,True,", or opinions expressed. The content is purely informational and neutral in tone. Therefore, the sentiment is"
Both the net sales and operating profit were record high in the company 's history .,positive,neutral,False,This is a factual statement about a company's financial decision. The word 'propose' is neutral
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",negative,neutral,False,"neutral in tone, simply reporting a fact about the train's journey. Therefore, the sentiment is neutral"
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",neutral,positive,False,positive financial outcome. The use of the word 'profit' is typically associated with positive sentiment in financial
Viking Line manages well with its current ferries .,positive,unknown,False,"operating profit for the first half of 2010 was EUR 1.7 million ,"
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",neutral,negative,False,".
Sentiment:negative

---

Text:In the past year , the company has made a number"
Its market share is 6 percent according to AC Nielsen 's 2008 data .,neutral,unknown,False,period for stock options 2007A is between 1 April 2010
Another firm Air Liquide was exempted because it left the market in 1998 .,neutral,positive,False,"the word 'higher' suggests a positive outcome, the sentence is still a factual statement about a financial"
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral,positive,False,"indicates a positive change, and the mention of 'record year' explicitly states a positive outcome. The"
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,unknown,False,-on-quarter from the EUR 213 million recorded in the second quarter of 201
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,unknown,False,".3 million ) from EUR 2.7 million in the same period last year .
Reason:"
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",negative,neutral,False,"or subjective language. The sentence is neutral in tone, simply stating a technical detail. Therefore, the"
`` Demand for sports equipment was good in 2005 .,positive,unknown,False,of Kyro 's strategy has been on Glaston 's growth .' is a factual statement
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",neutral,positive,False,that reports an increase in operating profit. The use of 'increased' indicates a positive financial development
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,neutral,False,"opinion. The sentiment is neutral as it is a factual report of financial data.
Sentiment:neutral"
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,positive,True,". These terms are typically associated with positive sentiment. The statement is a quote from the CEO, which"
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",neutral,unknown,False,"containing no emotional language, opinions, or evaluative terms. The focus is solely on presenting factual data"
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,positive,unknown,False,"Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses"
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,neutral,unknown,False,4 mn .' is a factual statement about financial performance. The key phrases 'operating profit increased'
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral,positive,False,9 pct year-on-year' indicates a positive financial performance. The sentence is factual and contains positive language
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,negative,unknown,False,"---

Text:EB has been working on the development of a new product line for the past two years"
"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",neutral,negative,False,"7 .' contains financial data and statements. The phrase 'net loss' indicates a negative financial outcome,"
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,negative,False,"contracting and project management without expressing any positive or negative sentiment. The language is neutral and informative, with"
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive,unknown,False,"news , opinions or distributions .' is a factual statement that clarifies the nature of the service and its"
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,unknown,False,"-recurring items was EUR 0.9 mn , compared to a profit of EUR 11"
EPS grew to 0.04 eur from 0.02 eur .,positive,positive,True,"a '63% growth' is a positive indicator, indicating an increase in performance. The statement"
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",neutral,unknown,False,"1.2 billion euros in the first nine months of 2006 .
Reason:"
The customers will have an access to integrated propeller and gear packages from one source .,neutral,neutral,True,"is a formal announcement of a business event, which is typically considered a neutral statement. However, the"
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,negative,True,is a negative financial outcome. The sentence is factual but conveys a negative sentiment due to the decline
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,neutral,unknown,False,a technical feature without any emotional or evaluative language. The phrase 'said' indicates that the statement
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,neutral,neutral,True,", making the sentiment neutral.
Sentiment:neutral

---

Text:We are pleased to announce that"
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral,neutral,True,"opinion or emotion.
Sentiment:neutral

---

Text:`` The company has been working on a"
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",positive,neutral,False,"ally. Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:In 2"
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",negative,negative,True,' are neutral in tone and do not carry any positive or negative sentiment. The statement is purely informative
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",neutral,unknown,False,Oyj's net loss narrowed to EUR0.1 m for the first quarter of 2
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral,unknown,False,10.22 per share.' is a factual statement providing specific financial information. It describes
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral,unknown,False,"text 'Finnish lifting equipment maker Kone Oyj said on October 4,"
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,unknown,False,"autic Defence and Space Company (EADS) .
Reason: The text 'The company is owned"
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral,unknown,False,"objective, reporting on the services included in the order without any emotional or evaluative language. There are"
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,unknown,False,"0.6 % .
Reason:This text reports on the performance of two stock shares in the FT"
Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,neutral,unknown,False,.' This is a factual statement that reports a slight increase in operating profit. The comparison between the current
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,neutral,unknown,False,"number of people in the country is 10.3 million .
Reason:This is a factual"
The company is listed on the Nordic Exchange in Helsinki .,neutral,unknown,False,"---

Text:In the past year , the company has made a number of strategic decisions that have"
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative,neutral,False,"iment:neutral

---

Text:In the first quarter of 2007 , the company"
The company said that the results of the third quarter do not include non-recurring items .,neutral,negative,False,a participant's statement. It is a neutral statement that reports a fact without expressing any positive or negative
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,unknown,False,"place to shop for consumers from three large residential areas nearby: Jaroszowka, Wysock"
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative,negative,True,"performance. The statement is factual but conveys a negative expectation, which is a negative sentiment.
Sent"
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,unknown,False,", which is a decrease from the EUR 1.02bn in 2006"
Profit after taxes totaled EUR 12.1 mn .,neutral,unknown,False,"on Monday .
Reason:This text is a factual statement describing a specific event that occurred. It provides"
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,neutral,negative,False,", emotional tone, or indication of positive or negative sentiment. Therefore, the sentiment is neutral.
Sent"
"- Demand for fireplace products was lower than expected , especially in Germany .",negative,unknown,False,"mobiles and snowmobile parts .
Reason:This text is factual and objective, describing an action taken"
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral,negative,False,"unlike the rest of the store' might imply a contrast, but it does not carry a negative"
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive,unknown,False,a company's operations. It describes the company's manufacturing capabilities and location without any emotional or subjective language
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,neutral,unknown,False,9 .' is a factual statement providing data on sales growth. The use of words like 'increased
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral,unknown,False,"the US market .
Reason: The text 'Operating margin , however , slipped to 14."
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",neutral,unknown,False,maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,negative,True,"is provided, the overall trend is downward, which is a negative indicator. The sentence is factual but"
Nordea was the cheapest also for a couple in their 30s with debt .,neutral,unknown,False,"projected financial benefit. The use of the word 'rise' indicates an increase in cost savings, which"
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",neutral,neutral,True,". The statement is purely informative and objective, so the sentiment is neutral.
Sentiment:neutral"
"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",neutral,negative,False,"There are no positive or negative words or phrases, and the content is purely informative. Therefore, the"
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,unknown,False,une 2008 compared to EUR 267.5 mn in the same period
The beers differ slightly from mainstream beers .,neutral,positive,False,"the change from loss to profit is a positive financial outcome. Therefore, the sentiment is positive.
Sent"
The order also includes start-up and commissioning services .,neutral,positive,False,"stake in two companies. There is no emotional language, evaluative terms, or expressions that indicate positive"
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",positive,unknown,False,Rautaruukki has been awarded a contract to supply and install steel superstructures for the Part
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",neutral,unknown,False,on the company's website and in Post - och Inrikes Tidningar and Dagens Industri
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",neutral,neutral,True,without any emotional or evaluative language. The sentence is neutral in tone and contains no sentiment indicators.
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,positive,neutral,False,"any sentiment. Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:In the"
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",neutral,unknown,False,"---

Text:We are not able to provide a forecast for the current year .
Reason:This"
A 2001 agreement expired earlier this month .,neutral,unknown,False,' is a statement that introduces a quote from a company executive. The text itself does not contain any
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,neutral,False,"reporting the services available without expressing any opinion or emotional tone. Therefore, the sentiment is neutral.
Sent"
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",neutral,neutral,True,":neutral

---

Text:In the first quarter of 2010 , the company '"
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral,negative,False,"text is factual, the use of 'slipped' and 'net loss' conveys a negative"
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive,unknown,False,would cause daily losses of x20ac 2.5 million US$ 3 million.'
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,neutral,unknown,False,"to be about EUR 30mn , of which EUR 13.5 mn was booked"
"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",neutral,unknown,False,"carriers .
Reason:This text describes a company's expansion of its product offerings. The phrase 'now"
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral,neutral,True,"value. Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:This is a"
Net sales have been eaten by the weak US dollar .,negative,unknown,False,"väskylä and Oulu .
Reason: The text 'The donations are granted to Aalto"
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,unknown,False,"latest date for registration is on 4 April , 2006.' is a factual statement"
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',neutral,negative,False,"dea is 'definitely too big for Sampo to acquire,' which is a negative statement about the"
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral,neutral,True,"in tone and content. Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:"
This resulted in improved sales figures in Sweden .,positive,negative,False,"decline in financial performance. Therefore, the sentiment is negative.
Sentiment:negative

---

Text:"
