text,true_label,predicted_label,correct,full_response
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",positive,positive,True,"**Sentiment: positive**  

**Reasoning:** The text states that Raute's net loss"
Marimekko is considering further measures in the matter .,neutral,neutral,True,Sentiment: neutral
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral,neutral,True,Sentiment:neutral
"128,538 shares can still be subscribed for with Series E share options , max .",neutral,neutral,True,Sentiment:neutral
The deal means that ten persons in three countries will transfer to Tieto .,neutral,neutral,True,Sentiment: neutral
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",negative,negative,True,Sentiment: negative
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",neutral,neutral,True,"Sentiment:neutral

**Explanation:** The text provides factual information about an order and its components without"
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,neutral,neutral,True,Sentiment: neutral
Both the net sales and operating profit were record high in the company 's history .,positive,positive,True,Sentiment:positive
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",negative,negative,True,Sentiment: negative
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",neutral,neutral,True,"**Sentiment: neutral**

The statement provides factual information about Poyry's business focus without expressing"
Viking Line manages well with its current ferries .,positive,positive,True,Sentiment:positive
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",neutral,neutral,True,Sentiment: neutral
Its market share is 6 percent according to AC Nielsen 's 2008 data .,neutral,neutral,True,Sentiment: neutral
Another firm Air Liquide was exempted because it left the market in 1998 .,neutral,neutral,True,Sentiment: neutral
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral,neutral,True,Sentiment:neutral
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,positive,True,"**Sentiment: positive**  

**Reasoning:** The text states that Okmetic Oyj"
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,positive,True,"**Sentiment: positive**  

**Reasoning:** The text states that both operating profit and net"
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",negative,negative,True,Sentiment: negative
`` Demand for sports equipment was good in 2005 .,positive,positive,True,"Sentiment: **positive**  

**Reasoning:** The statement ""Demand for sports equipment was good"
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",neutral,neutral,True,Sentiment: neutral
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,positive,True,"**Sentiment: positive**

**Reasoning:** The statement mentions that Orion Pharma's operating profit increased"
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,positive,True,Sentiment:positive
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",neutral,neutral,True,"**Sentiment: neutral**

The text provides factual information about financial charges related to stock compensation, research"
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,positive,positive,True,"**Sentiment: positive**

**Reasoning:** The text mentions that Cargotec Oyj"
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,neutral,positive,False,Sentiment:positive
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral,neutral,True,"**Sentiment: neutral**

The text provides factual information about combined net sales and EBITDA for"
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,negative,negative,True,"**Sentiment: negative**

**Reasoning:** The text states that the net profit for Lass"
"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",neutral,neutral,True,"**Sentiment: neutral**

The statement provides a factual figure about the company's profit before taxes but"
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,neutral,True,Sentiment: neutral
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive,positive,True,"**Sentiment: positive**

**Reasoning:** The text states that the company's net profit increased"
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,negative,True,Sentiment: negative
EPS grew to 0.04 eur from 0.02 eur .,positive,positive,True,"Sentiment: **positive**  

**Reasoning:** The statement ""EPS grew to 0."
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",neutral,neutral,True,"**Sentiment: neutral**

The text lists a variety of companies that were evaluated in a report."
The customers will have an access to integrated propeller and gear packages from one source .,neutral,positive,False,"Sentiment: **positive**  

**Reasoning:** The sentence indicates that customers will have access to"
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,negative,True,"Sentiment: **negative**  

**Reasoning:** The text mentions an ""operating loss"""
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,neutral,neutral,True,Sentiment: neutral
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,neutral,neutral,True,Sentiment: neutral
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral,neutral,True,Sentiment:neutral
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",positive,positive,True,"**Sentiment: positive**

**Reasoning:** The text reports that a Finnish construction and engineering company"
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",negative,negative,True,"**Sentiment: negative**

**Reasoning:** The text states that operating profit fell to EUR"
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",neutral,neutral,True,"Neutral

**Explanation:** The statement is factual and descriptive, announcing a new chairman's presentation without expressing"
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral,neutral,True,"**Sentiment: neutral**

The text provides factual information about the dimensions of a 250"
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral,neutral,True,"Sentiment: neutral

**Explanation:** The text provides factual information about a person's job transition and"
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,positive,True,"**Sentiment: positive**  

**Reasoning:** The text states that cash flow from operations increased"
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral,neutral,True,Sentiment:neutral
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,positive,True,"**Sentiment: positive**

**Reasoning:** The text states that international sales increased by 5"
Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,neutral,neutral,True,"**Sentiment: neutral**

The sentence provides factual information about Eriikka Saderström"
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,neutral,neutral,True,Sentiment: neutral
The company is listed on the Nordic Exchange in Helsinki .,neutral,neutral,True,"**Sentiment: neutral**  

The statement provides factual information about the company's listing on the Nordic"
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative,negative,True,Sentiment: negative
The company said that the results of the third quarter do not include non-recurring items .,neutral,neutral,True,"**Sentiment: neutral**

The statement indicates that the third-quarter results are presented without the impact of"
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,positive,positive,True,"**Sentiment: positive**

**Reasoning:** The text states that diluted earnings per share (EPS"
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative,neutral,False,"**Sentiment: neutral**

The text reports a slight decrease in net profit from the first half of"
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,positive,True,"**Sentiment: positive**  

**Reasoning:** The text states that ""Net interest income increased"
Profit after taxes totaled EUR 12.1 mn .,neutral,neutral,True,Sentiment:neutral
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,neutral,neutral,True,Sentiment:neutral
"- Demand for fireplace products was lower than expected , especially in Germany .",negative,negative,True,Sentiment: negative
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral,neutral,True,Sentiment:neutral
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive,positive,True,"**Sentiment: positive**  

**Reasoning:** The text states that operating profit increased from EUR"
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,neutral,neutral,True,"**Sentiment: neutral**  

The text provides factual information about the company's stock listings and indices"
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral,neutral,True,Sentiment:neutral
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",neutral,neutral,True,"**Sentiment: neutral**

The sentence provides factual information about the location and size of a technology center"
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,negative,True,Sentiment:negative
Nordea was the cheapest also for a couple in their 30s with debt .,neutral,neutral,True,Sentiment: neutral
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",neutral,neutral,True,Sentiment: neutral
"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",neutral,neutral,True,"Sentiment:neutral

**Explanation:** The statement is a quote from a business professional emphasizing the importance"
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,positive,True,"Sentiment: **positive**  

**Reasoning:** The statement mentions an increase in operating profit ("
The beers differ slightly from mainstream beers .,neutral,neutral,True,"**Sentiment: neutral**

The statement ""The beers differ slightly from mainstream beers"" is neutral in"
The order also includes start-up and commissioning services .,neutral,neutral,True,"**Sentiment: neutral**

The sentence ""The order also includes start-up and commissioning services"""
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",positive,neutral,False,"**Sentiment: neutral**

The text reports that Aspocomp Group Oyj's net"
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",neutral,neutral,True,Sentiment:neutral
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",neutral,neutral,True,Sentiment:neutral
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,positive,positive,True,"**Sentiment: positive**  

**Reasoning:** The text reports an increase in Marimek"
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",neutral,neutral,True,Sentiment:neutral
A 2001 agreement expired earlier this month .,neutral,neutral,True,Sentiment: neutral
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,positive,True,"Sentiment: **positive**  

**Reasoning:** The statement indicates that the acquisition will have a"
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",neutral,neutral,True,"**Sentiment: neutral**

The statement provides factual information about which divisions and functions were involved in the"
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral,neutral,True,Sentiment: neutral
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive,positive,True,"**Sentiment: positive**

**Reasoning:** The text announces that Outotec has won two large"
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,neutral,neutral,True,Sentiment: neutral
"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",neutral,neutral,True,Sentiment:neutral
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral,neutral,True,Sentiment: neutral
Net sales have been eaten by the weak US dollar .,negative,negative,True,"**Sentiment: negative**

**Reasoning:** The phrase ""Net sales have been eaten by the"
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,negative,True,"**Sentiment: negative**

**Reasoning:** The text mentions that a Finnish technology company, Ra"
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',neutral,neutral,True,Sentiment:neutral
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral,neutral,True,Sentiment:neutral
This resulted in improved sales figures in Sweden .,positive,positive,True,Sentiment: positive
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral,neutral,True,Sentiment: neutral
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,neutral,False,Sentiment:neutral
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",neutral,neutral,True,"Sentiment: neutral

**Explanation:** The text is a news headline or reference with a date,"
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive,positive,True,Sentiment: positive
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",neutral,neutral,True,Sentiment:neutral
The EUR17m contract includes both design and construction works .,neutral,neutral,True,Sentiment:neutral
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,positive,True,"**Sentiment: positive**  

**Reasoning:** The statement indicates an increase in diluted earnings per"
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,positive,positive,True,"**Sentiment: positive**  

**Reasoning:** The text states that ""last year's net"
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",neutral,neutral,True,Sentiment: neutral
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,neutral,neutral,True,"**Sentiment: neutral**

The statement provides a factual figure about the total investment volume for the two"
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral,neutral,True,"**Sentiment: neutral**

The statement provides factual information about the price of bonds in the primary issue"
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",neutral,positive,False,"**Sentiment: positive**  

**Reasoning:** The text discusses the construction of new units at"
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive,positive,True,"**Sentiment: positive**

**Reasoning:** The text mentions that Raute Oyj swung"
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,neutral,neutral,True,"**Sentiment: neutral**

The sentence provides a factual estimate of the consolidated turnover for Kausta G"
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral,neutral,True,Sentiment: neutral
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral,neutral,True,"**Sentiment: neutral**

The text provides a factual description of a technical process involved in network packet"
"With the new arrangement , customer responsibilities will become mainly regional .",neutral,neutral,True,Sentiment: neutral
He confirmed his view on July 6 .,neutral,neutral,True,Sentiment: neutral
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral,neutral,True,Sentiment:neutral
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,negative,True,"**Sentiment: negative**

**Reasoning:** The text mentions an ""operating loss"" of"
